service_name,logistic_name,province_name,city_name,package_finalweight_value,rates_shipment_value,rates_insurance_value,surchargefee,delivery_sla_binary
Classic,Phantom,Sumatera Utara,Medan,1.0,36000.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,Klaten,1.0,18000.0,0.0,0.0,1
Classic,Phantom,Sulawesi Selatan,Makassar,1.0,42000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Maluku,Ambon,1.0,83600.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,0.0,0.0,0
Classic,Phantom,Jawa Timur,"Pasuruan, Kab.",1.0,22000.0,0.0,0.0,0
Classic,Phantom,Banten,"Tangerang, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Nusa Tenggara Barat,Lombok Barat,2.0,98000.0,0.0,0.0,0
Classic,Phantom,Banten,"Tangerang, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Gorontalo,"Gorontalo, Kab.",1.0,82000.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,Klaten,1.0,18000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,16000.0,0.0,0.0,1
Classic,Phantom,Riau,Rokan Hulu,1.0,42000.0,0.0,0.0,1
Classic,Phantom,Sumatera Barat,Pasaman Barat,1.0,39600.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Garut,1.0,30800.0,0.0,0.0,1
Classic,Phantom,Sulawesi Selatan,Makassar,1.0,42000.0,0.0,0.0,1
Classic,Phantom,Kalimantan Tengah,Seruyan,1.0,59000.0,0.0,0.0,0
Classic,Phantom,Jawa Timur,Pamekasan,1.0,20200.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Cimahi,1.0,11000.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,"Bogor, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Karawang,1.0,10000.0,0.0,0.0,1
Classic,Phantom,Maluku Utara,Halmahera Utara,1.0,118200.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Kalimantan Selatan,Banjarmasin,1.0,44000.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Pati,1.0,21000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Karanganyar,1.0,18000.0,0.0,0.0,1
Classic,Phantom,Sulawesi Tenggara,Kendari,4.0,1024000.0,4411.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Banten,"Tangerang, Kota",2.0,16000.0,2803.0,0.0,1
Classic,Phantom,Aceh,Lhokseumawe,1.0,58400.0,0.0,0.0,0
Classic,Phantom,Jawa Tengah,Cilacap,1.0,19600.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,"Semarang, Kab.",1.0,18000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Klaten,3.0,108000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Majalengka,1.0,14600.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,Bandung Barat,1.0,10600.0,0.0,0.0,1
Classic,Phantom,Riau,Pekanbaru,1.0,32000.0,0.0,0.0,0
Classic,Phantom,Papua Barat,Manokwari,1.0,141600.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Bondowoso,1.0,22200.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Nusa Tenggara Barat,Lombok Tengah,1.0,42600.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Sumatera Utara,Medan,1.0,36000.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Tengah,Blora,1.0,18800.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Maluku,Ambon,1.0,83600.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,0
Classic,Phantom,Jawa Timur,Surabaya,1.0,18000.0,0.0,0.0,1
Classic,Phantom,Banten,Tangerang Selatan,1.0,8000.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Timur,Lamongan,1.0,20400.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kab.",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Papua,Merauke,1.0,154800.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,Depok,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bekasi, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Papua,Merauke,1.0,154800.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Barat,2.0,16000.0,0.0,0.0,0
Classic,Phantom,Sumatera Utara,Medan,1.0,36000.0,0.0,0.0,0
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Riau,Pekanbaru,1.0,34000.0,0.0,0.0,0
Classic,Phantom,Jawa Barat,"Bogor, Kota",1.0,8000.0,0.0,0.0,1
Classic,Phantom,Riau,Pelalawan,1.0,40800.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,Sumatera Barat,Padang,1.0,34000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Classic,Phantom,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Flash,Nimbus,Banten,Tangerang Selatan,1.0,63000.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Timur,1.0,25000.0,0.0,0.0,0
Flash,Nimbus,Riau,Pekanbaru,1.0,30000.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,19000.0,0.0,0.0,0
Flash,Nimbus,Riau,Pekanbaru,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kab.",1.0,25500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",2.0,95000.0,0.0,0.0,1
Urgent,Nimbus,Banten,"Tangerang, Kab.",1.0,51000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,13000.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,13500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,2.0,22000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,25000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,45500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,20500.0,0.0,0.0,1
Flash,Nimbus,Jawa Tengah,"Semarang, Kab.",1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjar,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,26500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,40500.0,0.0,0.0,1
Flash,Nimbus,Jawa Barat,"Bekasi, Kota",2.0,47500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Barito Kuala,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,45000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kab.",1.0,25500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Barito Kuala,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,26500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Barito Kuala,1.0,13000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,25000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Barito Kuala,1.0,13000.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,Kepulauan Riau,Batam,5.0,12500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,47500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Tangerang, Kab.",5.0,37000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,22500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,18000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,1.0,54500.0,0.0,0.0,1
QuickCar,Nimbus,DKI Jakarta,Jakarta Barat,100.0,43000.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,26000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kab.",1.0,64000.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarbaru,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,14000.0,0.0,0.0,1
Flash,Nimbus,Bali,Denpasar,1.0,11500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,25500.0,0.0,0.0,1
Flash,Nimbus,Kepulauan Riau,Batam,5.0,12500.0,0.0,0.0,0
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kab.",1.0,77500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,16000.0,0.0,0.0,1
Urgent,Nimbus,DKI Jakarta,Jakarta Timur,1.0,33500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Utara,1.0,32500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,25000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,14500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,55000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Timur,1.0,50500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,13000.0,0.0,0.0,0
Flash,Nimbus,Jawa Timur,"Malang, Kota",1.0,16500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Pusat,1.0,24500.0,0.0,0.0,1
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,22000.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,34000.0,0.0,0.0,1
Flash,Nimbus,DI Yogyakarta,Sleman,3.0,26500.0,0.0,0.0,1
Urgent,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,28000.0,0.0,0.0,1
Flash,Nimbus,Banten,"Tangerang, Kota",8.0,16000.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,39500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kab.",1.0,25500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Barat,1.0,16000.0,0.0,0.0,1
Flash,Nimbus,Riau,Pekanbaru,1.0,23000.0,0.0,0.0,0
Flash,Nimbus,Banten,"Serang, Kota",1.0,13500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,0
Flash,Nimbus,DKI Jakarta,Jakarta Selatan,1.0,33000.0,0.0,0.0,1
Flash,Nimbus,Jawa Tengah,Banyumas,1.0,14000.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,1
Flash,Nimbus,Banten,"Serang, Kota",1.0,14500.0,0.0,0.0,0
Flash,Nimbus,Kalimantan Selatan,Banjarmasin,1.0,12500.0,0.0,0.0,0
Hauler,Momentum,DKI Jakarta,Jakarta Utara,32.0,174500.0,0.0,0.0,0
Hauler,Momentum,DKI Jakarta,Jakarta Selatan,82.0,263100.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,134.0,255100.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,190.0,249400.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,77.0,255100.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,65.0,249400.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Barat,160.0,178700.0,0.0,90000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,181.0,249400.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Pusat,56.0,153100.0,0.0,0.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,59.0,255100.0,0.0,115000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,75.0,134400.0,0.0,0.0,0
Flash,Vortex,DKI Jakarta,Jakarta Barat,2.0,21000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,21000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Barat,"Pontianak, Kota",2.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Karawang,1.0,16500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,26500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,2.0,20000.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,"Semarang, Kota",2.0,16500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",4.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,2.0,13000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,11500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,22000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Tenggara,Kendari,2.0,26500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,11.0,16500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",4.0,11500.0,0.0,0.0,1
Flash,Vortex,Aceh,Banda Aceh,1.0,15000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,Depok,3.0,52000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Bontang,5.0,21000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Cirebon, Kab.",1.0,14000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Bontang,2.0,21000.0,0.0,0.0,1
Flash,Vortex,Bali,Badung,1.0,11500.0,0.0,0.0,0
Flash,Vortex,Sumatera Utara,Medan,1.0,11500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,14000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Sumatera Selatan,Prabumulih,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,17500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,2.0,10500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,29000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,5.0,14000.0,0.0,0.0,0
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,39500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,56500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,3.0,10500.0,0.0,0.0,0
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,17500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,13000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,20000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Bontang,3.0,20000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,39500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,28000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Gowa,3.0,10500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,23000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,38000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,2.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Tengah,Banyumas,2.0,11500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",2.0,23000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,23000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,1
Flash,Vortex,Sumatera Selatan,Prabumulih,2.0,11500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,17500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,23000.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,20000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Manado,2.0,15000.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kota",2.0,11500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,1.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,4.0,11500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Gowa,4.0,16500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",2.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bogor, Kab.",3.0,103500.0,0.0,0.0,1
Flash,Vortex,Sumatera Utara,Medan,3.0,11500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,37000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Cirebon, Kota",2.0,20000.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bogor, Kab.",1.0,18500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,Surabaya,5.0,13000.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Sumatera Selatan,Palembang,1.0,11500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Kalimantan Timur,Balikpapan,2.0,26500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Utara,Bitung,1.0,15000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,2.0,18500.0,0.0,0.0,1
Flash,Vortex,Banten,Tangerang Selatan,3.0,25500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,16500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,7.0,17500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Makassar,1.0,10500.0,0.0,0.0,1
Flash,Vortex,Sulawesi Selatan,Maros,5.0,43000.0,0.0,0.0,1
General,Apex,Jawa Tengah,"Tegal, Kab.",1.0,18000.0,0.0,0.0,1
General,Apex,Sulawesi Utara,Minahasa,1.0,79000.0,3122.0,0.0,0
General,Apex,Jawa Barat,"Bandung, Kota",1.0,12000.0,3068.0,0.0,1
General,Apex,Bali,Denpasar,1.0,29000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,2567.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,0.0,0.0,1
General,Apex,Kepulauan Riau,Batam,1.0,38000.0,2714.0,0.0,1
General,Apex,Bali,Tabanan,1.0,38000.0,4154.0,0.0,1
General,Apex,Banten,"Tangerang, Kota",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kab.",1.0,12000.0,2330.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,2816.0,0.0,1
